"name","max_price","image _url"
"Bloodsport","101.35","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfZ3NfbXA3X2Jsb29kc3BvcnRfbGlnaHQuZTQ3MmJkMDE0NGMzY2U5NTFlMDJkNmY4Mzc4YjFlMTYyODdiZDYxZC5wbmc-/auto/auto/85/notrim/c95efc36d90cdf0c820539ea5b778b2e.webp"
"Abyssal Apparition","21.68","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfY3VfbXA3X2ZlYXJfbGlnaHQuZmRlYWQwZDIwN2ZjNGE1NWViY2ZmM2ZmOGEyMzg3MDZjNzM2NTU5My5wbmc-/auto/auto/85/notrim/5da0cf2c3e29e9083fb7c74d763a9795.webp"
"Smoking Kills","44.74","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfbXA3X3Ntb2tpbmdfa2lsbHNfdjJfbGlnaHQuMjg4MmMxZmFhMWRjZjI5ZDZiNGUxYjgzMjczYTA4NTc3MDc0MTU4ZS5wbmc-/auto/auto/85/notrim/6e75836b3b281b39a4e0fef2d377d72c.webp"
"Fade","6.01","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfYWFfZmFkZV9tcDdfbGlnaHQuZjZjZmRlYTAzMjMzZTRlMzk1MjliMTY1ZWFiNzcyMDdjOWMwODJhNS5wbmc-/auto/auto/85/notrim/0cedc424855504c57f0d793ee3da483c.webp"
"Just Smile","5.01","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfbXA3X2p1c3Rfc21pbGVfbGlnaHQuY2MyOGQ0ZjhlNjcxYWYwMjk1NWVmMjM5ZGIxM2FmNTIwZTU3NDNhYy5wbmc-/auto/auto/85/notrim/ce47121e8eb998f7fdaadfc9092951a6.webp"
"Orange Peel","51.41","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfc3BfdGFwZV9vcmFuZ2VfbGlnaHQuNWM0NmE0YjU5OGJlYjI5MWVmYTg5ZDgyZjk5M2M5MTZhNzI0NzhlNC5wbmc-/auto/auto/85/notrim/da99bcb49a170710547c0bed6ff21ac1.webp"
"Cirrus","1.43","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfZ3NfZmluYWxfcG9vbGRlYWR2Ml9saWdodC5hYWJiMTZmZGM2YjViNjYxMjBlYjU2NWYyZDE4MjRhOGUyZDA0MmNjLnBuZw--/auto/auto/85/notrim/c163fa645419d7645b36634f0303282a.webp"
"Nemesis","17.36","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfY3VfbXA3X25lbXNpc19saWdodC4yMTQ2N2MzOTBhYjhjODI1MDljY2EyNWEzYmYwYWI1ZTQyMWU2NmE2LnBuZw--/auto/auto/85/notrim/25a69b0b70f8301769e5c3d27435beca.webp"
"Full Stop","56.50","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfaHlfdmFyaWNhbW9fcmVkX2xpZ2h0LjMxMWVmZWZhZmJlZGMwNjk5YmI4NDJhNWY5OTdmYjM5OTI2ZDY0ZTIucG5n/auto/auto/85/notrim/8a3672ee84588b38c88eba1dd854e917.webp"
"Powercore","7.11","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfZ3NfcG93ZXJjb3JlX21wN19saWdodC5hYTM1YzdkNmM2NTJiZGVlMzA1NjI2NjBhZGE3NzFiMWYxY2M1MDdjLnBuZw--/auto/auto/85/notrim/8a65f8c8437c4bd4e1d0dd9c47130197.webp"
